offender_url,other_url,APPROVED_VERSION_CREATED_AT,num_copied_media,num_copied_fonts,num_copied_words,agree?
https://www.canva.com/admin/template/EAFclecgtVo,https://www.canva.com/admin/template/EAE4M86XyrY,2023-03-09 06:41:38,4,2,4,
https://www.canva.com/admin/template/EAFcAbbwuIk,https://www.canva.com/admin/template/EAFaDiCWc3g,2023-03-08 03:46:42,7,2,1,
https://www.canva.com/admin/template/EAFdvsugV4Y,https://www.canva.com/admin/template/EAE9b5MsYWc,2023-03-20 14:09:58,5,2,3,
https://www.canva.com/admin/template/EAFdwDg30sA,https://www.canva.com/admin/template/EAFc_kJcNxw,2023-03-20 16:16:33,4,2,4,
https://www.canva.com/admin/template/EAFdwDg30sA,https://www.canva.com/admin/template/EAFc_kJcNxw,2023-03-20 16:16:33,4,2,4,
https://www.canva.com/admin/template/EAFcAkLoups,https://www.canva.com/admin/template/EAFaDrA2qoc,2023-03-08 02:20:14,6,2,1,
https://www.canva.com/admin/template/EAFcAi7CvSo,https://www.canva.com/admin/template/EAFaDhBPGD8,2023-03-08 02:20:34,6,2,1,
https://www.canva.com/admin/template/EAFcAi7CvSo,https://www.canva.com/admin/template/EAFaDhBPGD8,2023-03-08 02:20:34,6,2,1,
https://www.canva.com/admin/template/EAFcFhTBypI,https://www.canva.com/admin/template/EAFaDlX041Q,2023-03-08 02:19:52,6,2,1,
https://www.canva.com/admin/template/EAFcAsunPQY,https://www.canva.com/admin/template/EAFaDrA2qoc,2023-03-08 02:17:04,6,2,1,
https://www.canva.com/admin/template/EAFcAsunPQY,https://www.canva.com/admin/template/EAFaDrA2qoc,2023-03-08 02:17:04,6,2,1,
https://www.canva.com/admin/template/EAFcAXZTcb4,https://www.canva.com/admin/template/EAFaDvPqw5I,2023-03-08 03:48:09,6,2,1,
https://www.canva.com/admin/template/EAFcAkLoups,https://www.canva.com/admin/template/EAFaDrA2qoc,2023-03-08 02:20:14,6,2,1,
https://www.canva.com/admin/template/EAFcAXZTcb4,https://www.canva.com/admin/template/EAFaDvPqw5I,2023-03-08 03:48:09,6,2,1,
https://www.canva.com/admin/template/EAFcAgKgXNA,https://www.canva.com/admin/template/EAFaDlNgP2Q,2023-03-08 02:20:57,6,2,1,
https://www.canva.com/admin/template/EAFdDDfwtp4,https://www.canva.com/admin/template/EAFdDKajBSM,2023-03-17 07:29:55,6,2,1,
https://www.canva.com/admin/template/EAFdRx4e08g,https://www.canva.com/admin/template/EAE4nPFJ-uM,2023-03-21 03:57:35,5,1,3,
https://www.canva.com/admin/template/EAFcAgKgXNA,https://www.canva.com/admin/template/EAFaDlNgP2Q,2023-03-08 02:20:57,6,2,1,
https://www.canva.com/admin/template/EAFcFhTBypI,https://www.canva.com/admin/template/EAFaDlX041Q,2023-03-08 02:19:52,6,2,1,
